Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_24,Signal
2026-04-17 14:00:00+00:00,77434.4609375,78146.25,77065.0703125,77979.0,3173928960,0.0,0.0,75279.88606770833,1
2026-04-17 15:00:00+00:00,77977.5078125,78060.09375,77497.0,77838.4375,1281085440,0.0,0.0,75409.8212890625,1
2026-04-17 16:00:00+00:00,77844.0390625,78344.3671875,77778.7578125,77907.28125,778620928,0.0,0.0,75564.87337239583,1
2026-04-17 17:00:00+00:00,77898.7578125,77974.0625,77156.0,77568.0078125,973885440,0.0,0.0,75699.12369791667,1
2026-04-17 18:00:00+00:00,77557.5,77613.7421875,77124.0,77199.953125,126701568,0.0,0.0,75788.52018229167,1
2026-04-17 19:00:00+00:00,77223.7421875,77518.8515625,77061.59375,77515.21875,0,0.0,0.0,75877.82194010417,1
2026-04-17 20:00:00+00:00,77481.9921875,77650.40625,77188.671875,77380.0,0,0.0,0.0,75966.73893229167,1
2026-04-17 21:00:00+00:00,77373.2578125,77531.2421875,77310.0,77475.0,0,0.0,0.0,76071.65657552083,1
2026-04-17 22:00:00+00:00,77448.7421875,77551.5234375,77302.5,77339.9375,221704192,0.0,0.0,76173.79524739583,1
2026-04-17 23:00:00+00:00,77328.0234375,77337.8515625,76935.0234375,77098.0078125,370642944,0.0,0.0,76254.41666666667,1
2026-04-18 00:00:00+00:00,77090.53125,77287.4609375,77010.0,77195.9921875,0,0.0,0.0,76347.75,1
2026-04-18 01:00:00+00:00,77216.2421875,77364.7421875,77148.7578125,77250.6015625,0,0.0,0.0,76451.36295572917,1
2026-04-18 02:00:00+00:00,77251.9765625,77447.4296875,77154.296875,77321.25,0,0.0,0.0,76559.39225260417,1
2026-04-18 03:00:00+00:00,77325.609375,77328.75,77002.0625,77034.828125,0,0.0,0.0,76659.46223958333,1
2026-04-18 04:00:00+00:00,77045.9609375,77197.5,76934.9921875,77148.75,402907136,0.0,0.0,76756.90983072917,1
2026-04-18 05:00:00+00:00,77144.0234375,77287.5,77144.0234375,77168.296875,52015104,0.0,0.0,76861.5654296875,1
2026-04-18 06:00:00+00:00,77164.4609375,77253.1875,77091.0,77160.0,0,0.0,0.0,76953.05501302083,1
2026-04-18 07:00:00+00:00,77140.0,77162.0234375,76923.078125,77020.0078125,0,0.0,0.0,77033.63899739583,0
2026-04-18 08:00:00+00:00,77020.0234375,77070.390625,76534.0234375,76760.0234375,0,0.0,0.0,77074.1611328125,0
2026-04-18 09:00:00+00:00,76732.5,76743.7421875,76447.5078125,76631.2578125,0,0.0,0.0,77108.3203125,0
2026-04-18 10:00:00+00:00,76627.5,76627.5,76170.7265625,76222.4921875,0,0.0,0.0,77146.62239583333,0
2026-04-18 11:00:00+00:00,76222.5,76222.5,75797.9921875,76069.4609375,0,0.0,0.0,77165.24251302083,0
2026-04-18 12:00:00+00:00,76084.9765625,76317.6171875,76070.9921875,76239.7578125,0,0.0,0.0,77162.89811197917,0
2026-04-18 13:00:00+00:00,76230.828125,76248.7421875,75824.0703125,76148.640625,0,0.0,0.0,77111.341796875,0
2026-04-18 14:00:00+00:00,76169.46875,76314.09375,76018.2578125,76280.609375,0,0.0,0.0,77040.57552083333,0
2026-04-18 15:00:00+00:00,76267.5,76387.4921875,76060.03125,76191.71875,0,0.0,0.0,76971.96223958333,0
2026-04-18 16:00:00+00:00,76191.7109375,76249.9765625,75752.6328125,75968.1171875,0,0.0,0.0,76891.16373697917,0
2026-04-18 17:00:00+00:00,75955.4765625,75988.96875,75822.0,75852.1328125,0,0.0,0.0,76819.6689453125,0
2026-04-18 18:00:00+00:00,75852.0,75872.703125,75498.0078125,75672.453125,0,0.0,0.0,76756.02311197917,0
2026-04-18 19:00:00+00:00,75654.0078125,75834.453125,75606.21875,75682.1328125,0,0.0,0.0,76679.64453125,0
2026-04-18 20:00:00+00:00,75678.8984375,75875.828125,75633.6328125,75784.953125,0,0.0,0.0,76613.18424479167,0
2026-04-18 21:00:00+00:00,75779.03125,75875.828125,75632.6796875,75854.5703125,0,0.0,0.0,76545.66634114583,0
2026-04-18 22:00:00+00:00,75856.1875,75904.8984375,75643.3828125,75847.9765625,0,0.0,0.0,76483.50130208333,0
2026-04-18 23:00:00+00:00,75862.2890625,75901.703125,75730.59375,75736.8203125,0,0.0,0.0,76426.78515625,0
2026-04-19 00:00:00+00:00,75736.0,75884.0078125,75590.1796875,75708.0,0,0.0,0.0,76364.78548177083,0
2026-04-19 01:00:00+00:00,75723.5,75827.2890625,75484.078125,75652.1015625,129032192,0.0,0.0,76298.18131510417,0
2026-04-19 02:00:00+00:00,75639.3828125,75730.09375,75446.4375,75530.3203125,53024768,0.0,0.0,76223.55924479167,0
2026-04-19 03:00:00+00:00,75523.8671875,75668.0,75391.4296875,75546.4921875,71456768,0.0,0.0,76161.54524739583,0
2026-04-19 04:00:00+00:00,75551.9921875,75806.7421875,75462.4609375,75700.0078125,0,0.0,0.0,76101.18098958333,0
2026-04-19 05:00:00+00:00,75700.0078125,75726.0625,75549.6875,75580.0078125,0,0.0,0.0,76035.00227864583,0
2026-04-19 06:00:00+00:00,75572.3125,75584.7890625,75336.96875,75429.7421875,337053696,0.0,0.0,75962.908203125,0
2026-04-19 07:00:00+00:00,75426.953125,75434.921875,74942.0,75291.1171875,855674880,0.0,0.0,75890.87109375,0
2026-04-19 08:00:00+00:00,75281.328125,75336.5234375,75107.203125,75299.078125,0,0.0,0.0,75829.99837239583,0
2026-04-19 09:00:00+00:00,75293.171875,75308.890625,74961.828125,75055.421875,0,0.0,0.0,75764.33854166667,0
2026-04-19 10:00:00+00:00,75026.0,75272.609375,74971.5390625,75246.078125,0,0.0,0.0,75723.65462239583,0
2026-04-19 11:00:00+00:00,75249.0,75653.0703125,75242.0234375,75634.8671875,0,0.0,0.0,75705.54654947917,0
2026-04-19 12:00:00+00:00,75646.59375,75730.4921875,75488.328125,75611.90625,0,0.0,0.0,75679.38606770833,0
2026-04-19 13:00:00+00:00,75588.3515625,76260.296875,75588.3515625,75958.0,536588288,0.0,0.0,75671.44270833333,1
2026-04-19 14:00:00+00:00,75950.2265625,76167.0,75714.7109375,76064.9609375,266915840,0.0,0.0,75662.45735677083,1
2026-04-19 15:00:00+00:00,76071.6328125,76189.0,75458.109375,75884.7734375,1075015680,0.0,0.0,75649.66796875,1
2026-04-19 16:00:00+00:00,75885.6171875,75895.296875,75360.1015625,75416.0234375,0,0.0,0.0,75626.6640625,0
2026-04-19 17:00:00+00:00,75381.75,75414.03125,74693.8828125,74801.0078125,425570304,0.0,0.0,75582.8671875,0
2026-04-19 18:00:00+00:00,74821.5390625,74915.046875,74645.8125,74806.7109375,642525184,0.0,0.0,75546.79459635417,0
2026-04-19 19:00:00+00:00,74846.28125,75100.7265625,74846.28125,74985.0390625,272711680,0.0,0.0,75517.7490234375,0
2026-04-19 20:00:00+00:00,74985.046875,74985.046875,74476.359375,74661.453125,0,0.0,0.0,75470.9365234375,0
2026-04-19 21:00:00+00:00,74662.546875,74842.15625,74408.65625,74461.203125,505593856,0.0,0.0,75412.87955729167,0
2026-04-19 22:00:00+00:00,74427.9765625,74440.8984375,73799.046875,74073.59375,2095738880,0.0,0.0,75338.94694010417,0
2026-04-19 23:00:00+00:00,74060.8828125,74080.046875,73820.1875,73820.1875,628639744,0.0,0.0,75259.08723958333,0
2026-04-20 00:00:00+00:00,73814.6875,74387.828125,73768.0,74317.921875,972533760,0.0,0.0,75201.16731770833,0
2026-04-20 01:00:00+00:00,74296.8125,74770.8828125,74239.8125,74621.421875,524847104,0.0,0.0,75158.22233072917,0
2026-04-20 02:00:00+00:00,74648.0625,74648.5390625,74338.453125,74444.046875,387602432,0.0,0.0,75112.9609375,0
2026-04-20 03:00:00+00:00,74440.296875,74674.0078125,74390.1328125,74667.90625,237033472,0.0,0.0,75076.35319010417,0
2026-04-20 04:00:00+00:00,74667.90625,74669.1875,74469.0390625,74590.390625,0,0.0,0.0,75030.119140625,0
2026-04-20 05:00:00+00:00,74584.359375,74590.3984375,74136.9375,74297.921875,346931200,0.0,0.0,74976.69889322917,0
2026-04-20 06:00:00+00:00,74317.9375,74916.9921875,74283.5390625,74820.1796875,234817536,0.0,0.0,74951.30045572917,0
2026-04-20 07:00:00+00:00,74842.03125,75588.8828125,74693.4375,74857.640625,489672704,0.0,0.0,74933.23893229167,0
2026-04-20 08:00:00+00:00,74861.0,75026.953125,74649.6796875,74761.7578125,597123072,0.0,0.0,74910.8505859375,0
2026-04-20 09:00:00+00:00,74737.9765625,75269.640625,74726.109375,75100.453125,463020032,0.0,0.0,74912.72688802083,1
2026-04-20 10:00:00+00:00,75130.3828125,75439.8515625,75042.1796875,75068.6796875,41537536,0.0,0.0,74905.33528645833,1
2026-04-20 11:00:00+00:00,75068.7265625,75319.1796875,74997.6484375,75223.96875,0,0.0,0.0,74888.21451822917,1
2026-04-20 12:00:00+00:00,75218.03125,75672.8125,75108.0,75328.90625,466120704,0.0,0.0,74876.4228515625,1
2026-04-20 13:00:00+00:00,75331.546875,75470.8203125,74912.3671875,75309.2890625,71524352,0.0,0.0,74849.39322916667,1
2026-04-20 14:00:00+00:00,75299.2734375,75762.15625,74958.859375,75038.6875,1182838784,0.0,0.0,74806.6318359375,1
2026-04-20 15:00:00+00:00,75095.1171875,75763.09375,74733.75,75747.078125,651075584,0.0,0.0,74800.89453125,1
2026-04-20 16:00:00+00:00,75743.78125,75743.78125,75328.0,75367.1328125,407003136,0.0,0.0,74798.857421875,1
2026-04-20 17:00:00+00:00,75383.46875,75998.1484375,75327.0078125,75937.3125,0,0.0,0.0,74846.20345052083,1
2026-04-20 18:00:00+00:00,75973.0390625,76484.3515625,75944.15625,76450.0,623157248,0.0,0.0,74914.673828125,1
2026-04-20 19:00:00+00:00,76483.3828125,76523.3203125,76187.53125,76322.0078125,1873649664,0.0,0.0,74970.380859375,1
2026-04-20 20:00:00+00:00,76304.0,76591.65625,76166.0078125,76317.28125,1115488256,0.0,0.0,75039.37369791667,1
2026-04-20 21:00:00+00:00,76330.0,76405.7265625,75815.9921875,75988.0,287932416,0.0,0.0,75102.990234375,1
2026-04-20 22:00:00+00:00,76001.9765625,76179.4375,75933.0234375,76004.671875,0,0.0,0.0,75183.45182291667,1
2026-04-20 23:00:00+00:00,75900.0,75943.0234375,75653.7109375,75864.859375,0,0.0,0.0,75268.646484375,1
2026-04-21 00:00:00+00:00,75869.5,76128.6796875,75724.84375,76127.09375,0,0.0,0.0,75344.02864583333,1
2026-04-21 01:00:00+00:00,76095.8203125,76278.0078125,75902.890625,75955.0703125,0,0.0,0.0,75399.59733072917,1
2026-04-21 02:00:00+00:00,75943.71875,75965.09375,75612.0,75613.75,0,0.0,0.0,75448.3349609375,1
2026-04-21 03:00:00+00:00,75608.7421875,75747.390625,75520.0,75740.578125,0,0.0,0.0,75493.02962239583,1
2026-04-21 04:00:00+00:00,75754.4765625,75850.71875,75633.28125,75840.546875,0,0.0,0.0,75545.11946614583,1
2026-04-21 05:00:00+00:00,75840.0,76010.640625,75817.5703125,75835.7734375,0,0.0,0.0,75609.19661458333,1
2026-04-21 06:00:00+00:00,75835.7734375,76152.671875,75731.171875,76001.828125,0,0.0,0.0,75658.43196614583,1
2026-04-21 07:00:00+00:00,76001.828125,76321.0,75873.203125,76118.09375,52444172288,0.0,0.0,75710.95084635417,1
2026-04-21 08:00:00+00:00,76124.1328125,76867.6875,76094.0,76545.6484375,467214336,0.0,0.0,75785.27962239583,1
2026-04-21 09:00:00+00:00,76545.6015625,76578.03125,76187.1484375,76388.0234375,0,0.0,0.0,75838.92838541667,1
2026-04-21 10:00:00+00:00,76391.359375,76902.2109375,76388.0078125,76775.1328125,326430720,0.0,0.0,75910.03059895833,1
2026-04-21 11:00:00+00:00,76789.34375,76789.34375,76370.578125,76478.6171875,612114432,0.0,0.0,75962.3076171875,1
2026-04-21 12:00:00+00:00,76485.3125,76549.9921875,75770.0,76039.8984375,274640896,0.0,0.0,75991.93229166667,1
2026-04-21 13:00:00+00:00,76049.828125,76194.6171875,75761.78125,75919.1328125,29853859840,0.0,0.0,76017.34244791667,0
2026-04-21 14:00:00+00:00,75942.8984375,76588.8671875,75650.8828125,75681.7109375,0,0.0,0.0,76044.13509114583,0
2026-04-21 15:00:00+00:00,75743.328125,75987.8515625,75533.546875,75850.8203125,0,0.0,0.0,76048.45768229167,0
2026-04-21 16:00:00+00:00,75888.15625,76198.0,75773.609375,75800.3515625,0,0.0,0.0,76066.50846354167,0
2026-04-21 17:00:00+00:00,75775.8671875,75909.1484375,75098.9921875,75567.2578125,0,0.0,0.0,76051.08951822917,0
2026-04-21 18:00:00+00:00,75544.078125,75665.8984375,75319.890625,75622.7890625,0,0.0,0.0,76016.62239583333,0
2026-04-21 19:00:00+00:00,75628.078125,75909.5,74825.9921875,75019.9921875,0,0.0,0.0,75962.37174479167,0
2026-04-21 20:00:00+00:00,75009.0625,75865.9921875,74989.5390625,75743.71875,0,0.0,0.0,75938.47330729167,0
2026-04-21 21:00:00+00:00,75740.6796875,75796.6796875,75469.859375,75565.0078125,0,0.0,0.0,75920.8486328125,0
2026-04-21 22:00:00+00:00,75566.1484375,75662.140625,75325.1484375,75662.0078125,115748864,0.0,0.0,75906.57096354167,0
2026-04-21 23:00:00+00:00,75648.0,76444.9765625,75648.0,76346.8125,343629824,0.0,0.0,75926.65234375,1
2026-04-22 00:00:00+00:00,76362.9296875,76519.9921875,76234.046875,76380.46875,11161600,0.0,0.0,75937.20963541667,1
2026-04-22 01:00:00+00:00,76359.6484375,76432.9375,76156.7421875,76315.6484375,16044032,0.0,0.0,75952.23372395833,1
2026-04-22 02:00:00+00:00,76330.0,77668.0,76242.8828125,77626.0078125,1683529728,0.0,0.0,76036.07779947917,1
2026-04-22 03:00:00+00:00,77627.359375,77746.8828125,77430.0,77549.65625,1451786240,0.0,0.0,76111.4560546875,1
2026-04-22 04:00:00+00:00,77541.546875,77711.1875,77386.0,77535.953125,753033216,0.0,0.0,76182.09798177083,1
2026-04-22 05:00:00+00:00,77552.03125,78429.28125,77464.0,77991.9921875,2779820032,0.0,0.0,76271.9404296875,1
2026-04-22 06:00:00+00:00,78000.75,78050.7421875,77908.0,78024.8828125,737804288,0.0,0.0,76356.234375,1
2026-04-22 07:00:00+00:00,78027.609375,78124.6015625,77834.953125,78025.796875,0,0.0,0.0,76435.72200520833,1
2026-04-22 08:00:00+00:00,78055.2109375,78218.0,77960.3515625,78029.703125,230256640,0.0,0.0,76497.5576171875,1
2026-04-22 09:00:00+00:00,78008.7578125,78194.03125,77971.3125,78015.5625,18178048,0.0,0.0,76565.37174479167,1
2026-04-22 10:00:00+00:00,78033.3515625,78192.5078125,77964.1171875,78175.703125,60895232,0.0,0.0,76623.72884114583,1
2026-04-22 11:00:00+00:00,78197.59375,78394.703125,78120.9609375,78322.546875,0,0.0,0.0,76700.55924479167,1
2026-04-22 12:00:00+00:00,78329.0,78514.7890625,78141.8984375,78262.8984375,142364672,0.0,0.0,76793.18424479167,1
2026-04-22 13:00:00+00:00,78252.3515625,78887.4296875,78204.1015625,78887.4296875,1212329984,0.0,0.0,76916.86328125,1
2026-04-22 14:00:00+00:00,78897.4609375,79178.8515625,78612.3125,79080.8984375,1833050112,0.0,0.0,77058.49609375,1
2026-04-22 15:00:00+00:00,79088.203125,79450.0,78867.390625,79323.609375,864710656,0.0,0.0,77203.19563802083,1
2026-04-22 16:00:00+00:00,79368.0078125,79502.78125,78674.0,78779.2890625,912244736,0.0,0.0,77327.31803385417,1
2026-04-22 17:00:00+00:00,78782.46875,79073.4765625,78729.9296875,78922.9921875,0,0.0,0.0,77467.14029947917,1
2026-04-22 18:00:00+00:00,78961.2734375,79193.6171875,78854.6015625,79062.453125,0,0.0,0.0,77610.45963541667,1
2026-04-22 19:00:00+00:00,79013.9375,79106.3984375,78734.1484375,78885.7421875,0,0.0,0.0,77771.53255208333,1
2026-04-22 20:00:00+00:00,78915.8828125,78952.0,78445.796875,78459.828125,0,0.0,0.0,77884.70377604167,1
2026-04-22 21:00:00+00:00,78447.0234375,78858.2421875,78447.0234375,78794.7578125,539648000,0.0,0.0,78019.27669270833,1
2026-04-22 22:00:00+00:00,78785.2421875,78865.078125,78487.28125,78642.8984375,55644160,0.0,0.0,78143.48046875,1
2026-04-22 23:00:00+00:00,78623.9765625,78635.6015625,78195.796875,78208.5078125,77496320,0.0,0.0,78221.05110677083,0
2026-04-23 00:00:00+00:00,78241.203125,78608.9296875,77630.328125,78449.546875,433913856,0.0,0.0,78307.2626953125,1
2026-04-23 01:00:00+00:00,78442.1484375,78482.296875,78093.3125,78379.2109375,1216458752,0.0,0.0,78393.24446614583,0
2026-04-23 02:00:00+00:00,78387.390625,78387.390625,77789.59375,77967.453125,0,0.0,0.0,78407.47135416667,0
2026-04-23 03:00:00+00:00,77969.609375,78050.4375,77501.59375,77742.5703125,122421248,0.0,0.0,78415.50944010417,0
2026-04-23 04:00:00+00:00,77766.8984375,77968.640625,77699.2734375,77937.7265625,0,0.0,0.0,78432.25,0
2026-04-23 05:00:00+00:00,77948.09375,78116.3984375,77800.03125,78032.90625,0,0.0,0.0,78433.95475260417,0
2026-04-23 06:00:00+00:00,78066.203125,78370.4921875,78066.203125,78240.0,0,0.0,0.0,78442.91796875,0
2026-04-23 07:00:00+00:00,78259.9921875,78281.7734375,78008.0703125,78086.140625,0,0.0,0.0,78445.43229166667,0
2026-04-23 08:00:00+00:00,78070.8828125,78204.296875,77744.9921875,77877.34375,0,0.0,0.0,78439.083984375,0
2026-04-23 09:00:00+00:00,77877.34375,77885.96875,77467.7578125,77672.03125,660836352,0.0,0.0,78424.77018229167,0
2026-04-23 10:00:00+00:00,77653.6796875,77737.90625,77216.890625,77425.90625,1202446336,0.0,0.0,78393.52864583333,0
2026-04-23 11:00:00+00:00,77459.4609375,77771.34375,77407.6328125,77722.296875,0,0.0,0.0,78368.51822916667,0
2026-04-23 12:00:00+00:00,77722.296875,77904.09375,77588.0390625,77904.09375,0,0.0,0.0,78353.56803385417,0
2026-04-23 13:00:00+00:00,77894.0078125,77946.390625,77421.15625,77559.6796875,0,0.0,0.0,78298.2451171875,0
2026-04-23 14:00:00+00:00,77534.1015625,78240.9375,77437.4375,78216.578125,0,0.0,0.0,78262.23177083333,0
2026-04-23 15:00:00+00:00,78210.59375,78716.328125,78012.0390625,78413.1796875,0,0.0,0.0,78224.29720052083,1
2026-04-23 16:00:00+00:00,78420.71875,78540.8203125,78066.3671875,78143.3984375,0,0.0,0.0,78197.8017578125,0
2026-04-23 17:00:00+00:00,78148.6328125,78218.5234375,76982.9765625,77796.421875,1448624128,0.0,0.0,78150.861328125,0
2026-04-23 18:00:00+00:00,77791.3984375,78169.59375,77697.7890625,77739.09375,406519808,0.0,0.0,78095.72135416667,0
2026-04-23 19:00:00+00:00,77698.296875,77919.5234375,77629.15625,77745.296875,236609536,0.0,0.0,78048.20279947917,0
2026-04-23 20:00:00+00:00,77740.9296875,78067.15625,77669.8984375,77906.1015625,0,0.0,0.0,78025.130859375,0
2026-04-23 21:00:00+00:00,77906.6015625,78091.9609375,77811.6875,77901.0390625,0,0.0,0.0,77987.892578125,0
2026-04-23 22:00:00+00:00,77909.203125,78357.15625,77909.203125,78257.140625,0,0.0,0.0,77971.8193359375,1
2026-04-23 23:00:00+00:00,78216.09375,78327.6015625,78051.8125,78281.1484375,0,0.0,0.0,77974.84602864583,1
2026-04-24 00:00:00+00:00,78312.109375,78516.328125,78192.2734375,78446.0234375,0,0.0,0.0,77974.69921875,1
2026-04-24 01:00:00+00:00,78447.171875,78483.0703125,77992.28125,78464.1015625,0,0.0,0.0,77978.236328125,1
2026-04-24 02:00:00+00:00,78451.703125,78601.7109375,78100.359375,78154.1015625,0,0.0,0.0,77986.01334635417,1
2026-04-24 03:00:00+00:00,78166.4921875,78198.96875,77590.5234375,77755.390625,39755776,0.0,0.0,77986.54752604167,0
2026-04-24 04:00:00+00:00,77744.90625,77871.9375,77532.90625,77682.90625,117673984,0.0,0.0,77975.93001302083,0
2026-04-24 05:00:00+00:00,77673.6015625,78037.2421875,77468.0,77971.828125,0,0.0,0.0,77973.38509114583,0
2026-04-24 06:00:00+00:00,77989.7890625,77999.09375,77790.2734375,77813.1171875,0,0.0,0.0,77955.59830729167,0
2026-04-24 07:00:00+00:00,77804.6796875,77880.28125,77587.84375,77676.9609375,466751488,0.0,0.0,77938.54915364583,0
2026-04-24 08:00:00+00:00,77676.9609375,78029.9765625,77593.203125,77808.7265625,0,0.0,0.0,77935.69010416667,0
2026-04-24 09:00:00+00:00,77811.4296875,77826.078125,77436.0,77551.890625,0,0.0,0.0,77930.68424479167,0
2026-04-24 10:00:00+00:00,77528.6171875,77800.71875,77457.2109375,77765.3515625,0,0.0,0.0,77944.82779947917,0
2026-04-24 11:00:00+00:00,77769.2265625,78397.3203125,77762.453125,78256.1328125,1135370240,0.0,0.0,77967.07096354167,1
2026-04-24 12:00:00+00:00,78267.28125,78366.46875,78058.75,78298.78125,0,0.0,0.0,77983.51627604167,1
2026-04-24 13:00:00+00:00,78292.6796875,78466.890625,77932.796875,78107.84375,300425216,0.0,0.0,78006.3564453125,1
2026-04-24 14:00:00+00:00,78073.8125,78095.1171875,77709.546875,78074.15625,260997120,0.0,0.0,78000.42220052083,1
2026-04-24 15:00:00+00:00,78060.7421875,78217.75,77602.75,78070.7578125,0,0.0,0.0,77986.15462239583,1
2026-04-24 16:00:00+00:00,78069.359375,78084.5390625,77613.3125,77804.0390625,31268864,0.0,0.0,77972.0146484375,0
2026-04-24 17:00:00+00:00,77764.6328125,77839.6015625,77502.59375,77705.53125,0,0.0,0.0,77968.2275390625,0
2026-04-24 18:00:00+00:00,77695.5,77741.890625,77385.046875,77637.609375,0,0.0,0.0,77963.9990234375,0
2026-04-24 19:00:00+00:00,77655.0,77769.1484375,77555.6015625,77661.8203125,0,0.0,0.0,77960.52083333333,0
2026-04-24 20:00:00+00:00,77648.390625,77784.3125,77478.3203125,77748.6875,0,0.0,0.0,77953.9619140625,0
2026-04-24 21:00:00+00:00,77736.0,77785.0,77565.4375,77565.4375,263231488,0.0,0.0,77939.978515625,0
2026-04-24 22:00:00+00:00,77572.0390625,77650.71875,77309.6015625,77360.78125,392822784,0.0,0.0,77902.63020833333,0
2026-04-24 23:00:00+00:00,77375.6171875,77484.96875,77358.8203125,77461.7890625,217126912,0.0,0.0,77868.490234375,0
